chapter,sentence,entity1,entity2,relation
010.txt,<p>到了宁府，进了车门，到了东边小角门前下了车，进去见了贾珍之妻尤氏。也未敢气高，殷殷勤勤叙过寒温，说了些闲话，方问道：“今日怎么没见蓉大奶奶？”尤氏说道：“他这些日子不知怎么着，经期有两个多月没来。叫大夫瞧了，又说并不是喜。那两日，到了下半天就懒待动，话也懒待说，眼神也发眩。我说他：‘你且不必拘礼，早晚不必照例上来，你就好生养养罢。就是有亲戚一家儿来，有我呢。就有长辈们怪你，等我替你告诉。’连蓉哥我都嘱咐了，我说：‘你不许累..他，不许招他生气，叫他静静的养养就好了。他要想什么吃，只管到我这里取来。倘或我这里没有，只管望你琏二婶子那里要去。倘或他有个好和歹，你再要娶这么一个媳妇，这么个模样儿，这么个性情的人儿，打着灯笼也没地方找去。’他这为人行事，那个亲戚，那个一家的长辈不喜欢他？所以我这两日好不烦心，焦的我了不得。偏偏今日早晨他兄弟来瞧他，谁知那小孩子家不知好歹，看见他姐姐身上不大爽快，就有事也不当告诉他，别说是这么一点子小事，就是你受了一万分的委曲，也不该向他说才是。谁知他们昨儿学房里打架，不知是那里附学来的一个人欺侮了他了。里头还有些不干不净的话，都告诉了他姐姐。婶子，你是知道那媳妇的：虽则见了人有说有笑，会行事儿，他可心细，心又重，不拘听见个什么话儿，都要度量个三日五夜才罢。这病就是打这个秉性上头思虑出来的。今儿听见有人欺负了他兄弟，又是恼，又是气。恼的是那群混帐狐朋狗友的扯是搬非、调三惑四的那些人；气的是他兄弟不学好，不上心念书，以致如此学里吵闹。他听了这事，今日索性连早饭也没吃。我听见了，我方到他那边安慰了他一会子，又劝解了他兄弟一会子。我叫他兄弟到那边府里找宝玉去了，我才看着他吃了半盏燕窝汤，我才过来了。婶子，你说我心焦不心焦？况且如今又没个好大夫，我想到他这病上，我心里倒象针扎似的。你们知道有什么好大夫没有？”</p>,贾珍,尤氏,妻
011.txt,<p>正说话间，贾蓉进来，给邢夫人、王夫人、凤姐儿前都请了安，方回尤氏道：“方才我去给太爷送吃食去，并回说我父亲在家中伺候老爷们，款待一家子的爷们，遵太爷的话未敢来。太爷听了甚喜欢，说：‘这才是’。叫告诉父亲母亲好生伺候太爷太太们，叫我好生伺候叔叔婶子们并哥哥们。还说那《阴骘文》，叫急急的刻出来，印一万张散人。我将此话都回了我父亲了。我这会子得快出去打发太爷们并合家爷们吃饭。”凤姐儿说：“蓉哥儿，你且站住。你媳妇今日到底是怎么着？”贾蓉皱皱眉说道：“不好么！婶子回来瞧瞧去就知道了。”于是贾蓉出去了。</p>,贾蓉,邢夫人,父亲
011.txt,<p>正说话间，贾蓉进来，给邢夫人、王夫人、凤姐儿前都请了安，方回尤氏道：“方才我去给太爷送吃食去，并回说我父亲在家中伺候老爷们，款待一家子的爷们，遵太爷的话未敢来。太爷听了甚喜欢，说：‘这才是’。叫告诉父亲母亲好生伺候太爷太太们，叫我好生伺候叔叔婶子们并哥哥们。还说那《阴骘文》，叫急急的刻出来，印一万张散人。我将此话都回了我父亲了。我这会子得快出去打发太爷们并合家爷们吃饭。”凤姐儿说：“蓉哥儿，你且站住。你媳妇今日到底是怎么着？”贾蓉皱皱眉说道：“不好么！婶子回来瞧瞧去就知道了。”于是贾蓉出去了。</p>,贾蓉,王夫人,父亲
011.txt,<p>正说话间，贾蓉进来，给邢夫人、王夫人、凤姐儿前都请了安，方回尤氏道：“方才我去给太爷送吃食去，并回说我父亲在家中伺候老爷们，款待一家子的爷们，遵太爷的话未敢来。太爷听了甚喜欢，说：‘这才是’。叫告诉父亲母亲好生伺候太爷太太们，叫我好生伺候叔叔婶子们并哥哥们。还说那《阴骘文》，叫急急的刻出来，印一万张散人。我将此话都回了我父亲了。我这会子得快出去打发太爷们并合家爷们吃饭。”凤姐儿说：“蓉哥儿，你且站住。你媳妇今日到底是怎么着？”贾蓉皱皱眉说道：“不好么！婶子回来瞧瞧去就知道了。”于是贾蓉出去了。</p>,贾蓉,尤氏,父亲
011.txt,<p>正说话间，贾蓉进来，给邢夫人、王夫人、凤姐儿前都请了安，方回尤氏道：“方才我去给太爷送吃食去，并回说我父亲在家中伺候老爷们，款待一家子的爷们，遵太爷的话未敢来。太爷听了甚喜欢，说：‘这才是’。叫告诉父亲母亲好生伺候太爷太太们，叫我好生伺候叔叔婶子们并哥哥们。还说那《阴骘文》，叫急急的刻出来，印一万张散人。我将此话都回了我父亲了。我这会子得快出去打发太爷们并合家爷们吃饭。”凤姐儿说：“蓉哥儿，你且站住。你媳妇今日到底是怎么着？”贾蓉皱皱眉说道：“不好么！婶子回来瞧瞧去就知道了。”于是贾蓉出去了。</p>,邢夫人,王夫人,父亲
011.txt,<p>正说话间，贾蓉进来，给邢夫人、王夫人、凤姐儿前都请了安，方回尤氏道：“方才我去给太爷送吃食去，并回说我父亲在家中伺候老爷们，款待一家子的爷们，遵太爷的话未敢来。太爷听了甚喜欢，说：‘这才是’。叫告诉父亲母亲好生伺候太爷太太们，叫我好生伺候叔叔婶子们并哥哥们。还说那《阴骘文》，叫急急的刻出来，印一万张散人。我将此话都回了我父亲了。我这会子得快出去打发太爷们并合家爷们吃饭。”凤姐儿说：“蓉哥儿，你且站住。你媳妇今日到底是怎么着？”贾蓉皱皱眉说道：“不好么！婶子回来瞧瞧去就知道了。”于是贾蓉出去了。</p>,邢夫人,尤氏,父亲
011.txt,<p>正说话间，贾蓉进来，给邢夫人、王夫人、凤姐儿前都请了安，方回尤氏道：“方才我去给太爷送吃食去，并回说我父亲在家中伺候老爷们，款待一家子的爷们，遵太爷的话未敢来。太爷听了甚喜欢，说：‘这才是’。叫告诉父亲母亲好生伺候太爷太太们，叫我好生伺候叔叔婶子们并哥哥们。还说那《阴骘文》，叫急急的刻出来，印一万张散人。我将此话都回了我父亲了。我这会子得快出去打发太爷们并合家爷们吃饭。”凤姐儿说：“蓉哥儿，你且站住。你媳妇今日到底是怎么着？”贾蓉皱皱眉说道：“不好么！婶子回来瞧瞧去就知道了。”于是贾蓉出去了。</p>,王夫人,尤氏,父亲
011.txt,<p>于是，尤氏的母亲并邢夫人、王夫人、凤姐儿都吃毕饭，漱了口，净了手，才说要往园子里去，贾蓉进来向尤氏说道：“老爷们并众位叔叔哥哥兄弟们也都吃了饭了。大老爷说家里有事，二老爷是不爱听戏又怕人闹的慌，都才去了。别的一家子爷们都被琏二叔并蔷兄弟让过去听戏去了。方才南安郡王、东平郡王、西宁郡王、北静郡王四家王爷，并镇国公牛府等六家，忠靖侯史府等八家，都差人持了名帖送寿礼来，俱回了我父亲，先收在帐房里了，礼单都上上档子了。老爷的领谢的名帖都交给各来人了，各来人也都照旧例赏了，众来人都让吃了饭才去了。母亲该请二位太太、老娘、婶子都过园子里坐着去罢。”尤氏道：“也是才吃完了饭，就要过去了。”</p>,尤氏,邢夫人,母亲
011.txt,<p>于是，尤氏的母亲并邢夫人、王夫人、凤姐儿都吃毕饭，漱了口，净了手，才说要往园子里去，贾蓉进来向尤氏说道：“老爷们并众位叔叔哥哥兄弟们也都吃了饭了。大老爷说家里有事，二老爷是不爱听戏又怕人闹的慌，都才去了。别的一家子爷们都被琏二叔并蔷兄弟让过去听戏去了。方才南安郡王、东平郡王、西宁郡王、北静郡王四家王爷，并镇国公牛府等六家，忠靖侯史府等八家，都差人持了名帖送寿礼来，俱回了我父亲，先收在帐房里了，礼单都上上档子了。老爷的领谢的名帖都交给各来人了，各来人也都照旧例赏了，众来人都让吃了饭才去了。母亲该请二位太太、老娘、婶子都过园子里坐着去罢。”尤氏道：“也是才吃完了饭，就要过去了。”</p>,尤氏,王夫人,母亲
011.txt,<p>于是，尤氏的母亲并邢夫人、王夫人、凤姐儿都吃毕饭，漱了口，净了手，才说要往园子里去，贾蓉进来向尤氏说道：“老爷们并众位叔叔哥哥兄弟们也都吃了饭了。大老爷说家里有事，二老爷是不爱听戏又怕人闹的慌，都才去了。别的一家子爷们都被琏二叔并蔷兄弟让过去听戏去了。方才南安郡王、东平郡王、西宁郡王、北静郡王四家王爷，并镇国公牛府等六家，忠靖侯史府等八家，都差人持了名帖送寿礼来，俱回了我父亲，先收在帐房里了，礼单都上上档子了。老爷的领谢的名帖都交给各来人了，各来人也都照旧例赏了，众来人都让吃了饭才去了。母亲该请二位太太、老娘、婶子都过园子里坐着去罢。”尤氏道：“也是才吃完了饭，就要过去了。”</p>,尤氏,贾蓉,母亲
011.txt,<p>于是，尤氏的母亲并邢夫人、王夫人、凤姐儿都吃毕饭，漱了口，净了手，才说要往园子里去，贾蓉进来向尤氏说道：“老爷们并众位叔叔哥哥兄弟们也都吃了饭了。大老爷说家里有事，二老爷是不爱听戏又怕人闹的慌，都才去了。别的一家子爷们都被琏二叔并蔷兄弟让过去听戏去了。方才南安郡王、东平郡王、西宁郡王、北静郡王四家王爷，并镇国公牛府等六家，忠靖侯史府等八家，都差人持了名帖送寿礼来，俱回了我父亲，先收在帐房里了，礼单都上上档子了。老爷的领谢的名帖都交给各来人了，各来人也都照旧例赏了，众来人都让吃了饭才去了。母亲该请二位太太、老娘、婶子都过园子里坐着去罢。”尤氏道：“也是才吃完了饭，就要过去了。”</p>,邢夫人,王夫人,母亲
011.txt,<p>于是，尤氏的母亲并邢夫人、王夫人、凤姐儿都吃毕饭，漱了口，净了手，才说要往园子里去，贾蓉进来向尤氏说道：“老爷们并众位叔叔哥哥兄弟们也都吃了饭了。大老爷说家里有事，二老爷是不爱听戏又怕人闹的慌，都才去了。别的一家子爷们都被琏二叔并蔷兄弟让过去听戏去了。方才南安郡王、东平郡王、西宁郡王、北静郡王四家王爷，并镇国公牛府等六家，忠靖侯史府等八家，都差人持了名帖送寿礼来，俱回了我父亲，先收在帐房里了，礼单都上上档子了。老爷的领谢的名帖都交给各来人了，各来人也都照旧例赏了，众来人都让吃了饭才去了。母亲该请二位太太、老娘、婶子都过园子里坐着去罢。”尤氏道：“也是才吃完了饭，就要过去了。”</p>,邢夫人,贾蓉,母亲
011.txt,<p>于是，尤氏的母亲并邢夫人、王夫人、凤姐儿都吃毕饭，漱了口，净了手，才说要往园子里去，贾蓉进来向尤氏说道：“老爷们并众位叔叔哥哥兄弟们也都吃了饭了。大老爷说家里有事，二老爷是不爱听戏又怕人闹的慌，都才去了。别的一家子爷们都被琏二叔并蔷兄弟让过去听戏去了。方才南安郡王、东平郡王、西宁郡王、北静郡王四家王爷，并镇国公牛府等六家，忠靖侯史府等八家，都差人持了名帖送寿礼来，俱回了我父亲，先收在帐房里了，礼单都上上档子了。老爷的领谢的名帖都交给各来人了，各来人也都照旧例赏了，众来人都让吃了饭才去了。母亲该请二位太太、老娘、婶子都过园子里坐着去罢。”尤氏道：“也是才吃完了饭，就要过去了。”</p>,王夫人,贾蓉,母亲
011.txt,<p>凤姐儿正自看园中的景致，一步步行来赞赏。猛然从假山石后走过一个人来，向前对凤姐儿说道：“请嫂子安。”凤姐儿猛然见了，将身子望后一退，说道：“这是瑞大爷不是？”贾瑞说道：“嫂子连我也不认得了？不是我是谁！”凤姐儿道：“不是不认得，猛然一见，不想到是大爷到这里来。”贾瑞道：“也是合该我与嫂子有缘。我方才偷出了席，在这个清净地方略散一散，不想就遇见嫂子也从这里来。这不是有缘么？”一面说着，一面拿眼睛不住的觑着凤姐儿。</p>,贾瑞说,贾瑞,嫂子
011.txt,<p>凤姐儿是个聪明人，见他这个光景，如何不猜透八九分呢，因向贾瑞假意含笑道：“怨不得你哥哥时常提你，说你很好。今日见了，听你说这几句话儿，就知道你是个聪明和气的人了。这会子我要到太太们那里去，不得和你说话儿，等闲了咱们再说话儿罢。”贾瑞道：“我要到嫂子家里去请安，又恐怕嫂子年轻，不肯轻易见人。”凤姐儿假意笑道：“一家子骨肉，说什么年轻不年轻的话。”贾瑞听了这话，再不想到今日得这个奇遇，那神情光景亦发不堪难看了。凤姐儿说道：“你快入席去罢，仔细他们拿住罚你酒。”贾瑞听了，身上已木了半边，慢慢的一面走着，一面回过头来看。凤姐儿故意的把脚步放迟了些儿，见他去远了，心里暗忖道：“这才是知人知面不知心呢，那里有这样禽兽的人呢。他如果如此，几时叫他死在我的手里，他才知道我的手段！“</p>,贾瑞假,贾瑞,哥哥
011.txt,<p>于是说说笑笑，点的戏都唱完了，方才撤下酒席，摆上饭来。吃毕，大家才出园子来，到上房坐下，吃了茶，方才叫预备车，向尤氏的母亲告了辞。尤氏率同众姬妾并家下婆子媳妇们方送出来，贾珍率领众子侄都在车旁侍立，等候着呢，见了邢夫人、王夫人道：“二位婶子明日还过来逛逛。”王夫人道：“罢了，我们今日整坐了一日，也乏了，明日歇歇罢。”于是都上车去了。贾瑞犹不时拿眼睛觑着凤姐儿。贾珍等进去后，李贵才拉过马来，宝玉骑上，随了王夫人去了。这里贾珍同一家子的弟兄子侄吃过了晚饭，方大家散了。</p>,贾珍,邢夫人,妾
